Code,"Mnemonic code","Finance Client Name","Distributor My Side","Distributor Your Side","Finance Warehouse","Finance Warehouse Code","Accounting organization(My Side)","Accounting organization(Your Side)",Creator,Remarks,Network,Off/On,"Cross - accounting organizations are allowed"
C111502666110000494,352027458,"352027458 - SVK - Somyot","SVK - INEW Dealer (Savannakhet)","SVK - Somyot","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000495,352027457,"352027457 - SVK - Sky phone","SVK - INEW Dealer (Savannakhet)","SVK - Sky phone","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000496,352027456,"352027456 - SVK - Savanhphone","SVK - INEW Dealer (Savannakhet)","SVK - Savanhphone","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000497,352027454,"352027454 - SVK - savan Le","SVK - INEW Dealer (Savannakhet)","SVK - savan Le","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000498,352027453,"352027453 - SVK - Sao Mobile","SVK - INEW Dealer (Savannakhet)","SVK - Sao Mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000499,352027452,"352027452 - SVK - Samlarn Mobile","SVK - INEW Dealer (Savannakhet)","SVK - Samlarn Mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000500,352027449,"352027449 - SVK - Phonsuk mobile","SVK - INEW Dealer (Savannakhet)","SVK - Phonsuk mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000501,352027448,"352027448 - SVK - Phitsamai OA1","SVK - INEW Dealer (Savannakhet)","SVK - Phitsamai OA1","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000502,352027446,"352027446 - SVK - Pavina mobile","SVK - INEW Dealer (Savannakhet)","SVK - Pavina mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000503,352027445,"352027445 - SVK - Noy MV Soununtha","SVK - INEW Dealer (Savannakhet)","SVK - Noy MV Soununtha","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000504,352027444,"352027444 - SVK - Noy Donghen","SVK - INEW Dealer (Savannakhet)","SVK - Noy Donghen","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000505,352027443,"352027443 - SVK - Nounu mobile","SVK - INEW Dealer (Savannakhet)","SVK - Nounu mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000506,352027442,"352027442 - SVK - Norm mobile","SVK - INEW Dealer (Savannakhet)","SVK - Norm mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000507,352027441,"352027441 - SVK - Nok Mobile","SVK - INEW Dealer (Savannakhet)","SVK - Nok Mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000508,352027440,"352027440 - SVK - Nim mobile","SVK - INEW Dealer (Savannakhet)","SVK - Nim mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000509,352027439,"352027439 - SVK - Nadet Mobile","SVK - INEW Dealer (Savannakhet)","SVK - Nadet Mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000510,352027438,"352027438 - SVK - ming Service","SVK - INEW Dealer (Savannakhet)","SVK - ming Service","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000511,352027437,"352027437 - SVK - Meuang Phine mobile","SVK - INEW Dealer (Savannakhet)","SVK - Meuang Phine mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000512,352027436,"352027436 - SVK - Melody","SVK - INEW Dealer (Savannakhet)","SVK - Melody","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000513,352027435,"352027435 - SVK - Meesukphone1 OudomSouk","SVK - INEW Dealer (Savannakhet)","SVK - Meesukphone1 OudomSouk","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000514,352027434,"352027434 - SVK - Lita mobile","SVK - INEW Dealer (Savannakhet)","SVK - Lita mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000515,352027432,"352027432 - SVK - Leum mobile","SVK - INEW Dealer (Savannakhet)","SVK - Leum mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000516,352027430,"352027430 - SVK - Layou mobile","SVK - INEW Dealer (Savannakhet)","SVK - Layou mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000517,352027429,"352027429 - SVK - Lar","SVK - INEW Dealer (Savannakhet)","SVK - Lar","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000518,352027428,"352027428 - SVK - Lao derm Mobile","SVK - INEW Dealer (Savannakhet)","SVK - Lao derm Mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000519,352027427,"352027427 - SVK - KT Taiy Mobile","SVK - INEW Dealer (Savannakhet)","SVK - KT Taiy Mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000520,352027426,"352027426 - SVK - Koy mobole","SVK - INEW Dealer (Savannakhet)","SVK - Koy mobole","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000521,352027425,"352027425 - SVK - kiyai mobile","SVK - INEW Dealer (Savannakhet)","SVK - kiyai mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000522,352027424,"352027424 - SVK - Khounsab com","SVK - INEW Dealer (Savannakhet)","SVK - Khounsab com","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000523,352027423,"352027423 - SVK - khan mobile","SVK - INEW Dealer (Savannakhet)","SVK - khan mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000524,352027422,"352027422 - SVK - kham ang mobile","SVK - INEW Dealer (Savannakhet)","SVK - kham ang mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000525,352027421,"352027421 - SVK - keuang mobile","SVK - INEW Dealer (Savannakhet)","SVK - keuang mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000526,352027420,"352027420 - SVK - Keak mobile","SVK - INEW Dealer (Savannakhet)","SVK - Keak mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000527,352027418,"352027418 - SVK - Joy mobile","SVK - INEW Dealer (Savannakhet)","SVK - Joy mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000528,352027417,"352027417 - SVK - Jacky Mobile","SVK - INEW Dealer (Savannakhet)","SVK - Jacky Mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000529,352027414,"352027414 - SVK - Hong mobile","SVK - INEW Dealer (Savannakhet)","SVK - Hong mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000530,352027411,"352027411 - SVK - Eung mobile","SVK - INEW Dealer (Savannakhet)","SVK - Eung mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000531,352027410,"352027410 - SVK - Emma Shop","SVK - INEW Dealer (Savannakhet)","SVK - Emma Shop","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000532,352027408,"352027408 - SVK - DAT mobile","SVK - INEW Dealer (Savannakhet)","SVK - DAT mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000533,352027407,"352027407 - SVK - Dao vi Mobile","SVK - INEW Dealer (Savannakhet)","SVK - Dao vi Mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000534,352027406,"352027406 - SVK - Dang","SVK - INEW Dealer (Savannakhet)","SVK - Dang","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000535,352027405,"352027405 - SVK - boy mobile","SVK - INEW Dealer (Savannakhet)","SVK - boy mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000536,352027402,"352027402 - SVK - Awern mobile","SVK - INEW Dealer (Savannakhet)","SVK - Awern mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000537,352027400,"352027400 - SVK - Atuan mobile","SVK - INEW Dealer (Savannakhet)","SVK - Atuan mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000538,352027399,"352027399 - SVK - ATong Mobile2","SVK - INEW Dealer (Savannakhet)","SVK - ATong Mobile2","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000539,352027398,"352027398 - SVK - ATong Mobile1","SVK - INEW Dealer (Savannakhet)","SVK - ATong Mobile1","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000540,352027397,"352027397 - SVK - Apiew","SVK - INEW Dealer (Savannakhet)","SVK - Apiew","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000541,352027396,"352027396 - SVK - Aphone moblie","SVK - INEW Dealer (Savannakhet)","SVK - Aphone moblie","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000542,352027395,"352027395 - SVK - Apao","SVK - INEW Dealer (Savannakhet)","SVK - Apao","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000543,352027394,"352027394 - SVK - Apan","SVK - INEW Dealer (Savannakhet)","SVK - Apan","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000544,352027393,"352027393 - SVK - Anam moblie","SVK - INEW Dealer (Savannakhet)","SVK - Anam moblie","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000545,352027389,"352027389 - SVK - ABo mobile","SVK - INEW Dealer (Savannakhet)","SVK - ABo mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000546,352027388,"352027388 - SVK - Abing Mobile","SVK - INEW Dealer (Savannakhet)","SVK - Abing Mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000547,352027387,"352027387 - SVK - A yao mobile","SVK - INEW Dealer (Savannakhet)","SVK - A yao mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000548,352027386,"352027386 - SVK - A Rong mobile","SVK - INEW Dealer (Savannakhet)","SVK - A Rong mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000549,352027385,"352027385 - SVK - A phing Mobile","SVK - INEW Dealer (Savannakhet)","SVK - A phing Mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000550,352027384,"352027384 - SVK - A Lui Mobile","SVK - INEW Dealer (Savannakhet)","SVK - A Lui Mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000551,352027383,"352027383 - SVK - A Lieng Mobile","SVK - INEW Dealer (Savannakhet)","SVK - A Lieng Mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000552,352027382,"352027382 - SVK - A Jern Mobile","SVK - INEW Dealer (Savannakhet)","SVK - A Jern Mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000553,352027380,"352027380 - SLV - VU MOBILE","SLV - ABO Dealer (Salavan)","SLV - VU MOBILE","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000554,352027378,"352027378 - SLV - Te mobile","SLV - ABO Dealer (Salavan)","SLV - Te mobile","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000555,352027377,"352027377 - SLV - Souphaluk Mobile","SLV - ABO Dealer (Salavan)","SLV - Souphaluk Mobile","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000556,352027375,"352027375 - SLV - Sangsavang","SLV - ABO Dealer (Salavan)","SLV - Sangsavang","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000557,352027374,"352027374 - SLV - Saiyadeth phone","SLV - ABO Dealer (Salavan)","SLV - Saiyadeth phone","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000558,352027373,"352027373 - SLV - Raongarm mobile","SLV - ABO Dealer (Salavan)","SLV - Raongarm mobile","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000559,352027372,"352027372 - SLV - PT MOBILE","SLV - ABO Dealer (Salavan)","SLV - PT MOBILE","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000560,352027371,"352027371 - SLV - PSV","SLV - ABO Dealer (Salavan)","SLV - PSV","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000561,352027370,"352027370 - SLV - pakse mobile4","SLV - ABO Dealer (Salavan)","SLV - pakse mobile4","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000562,352027369,"352027369 - SLV - Nok mobile","SLV - ABO Dealer (Salavan)","SLV - Nok mobile","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000563,352027368,"352027368 - SLV - LY mobile","SLV - ABO Dealer (Salavan)","SLV - LY mobile","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000564,352027366,"352027366 - SLV - LIU JUN LIAN salavan","SLV - ABO Dealer (Salavan)","SLV - LIU JUN LIAN salavan","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000565,352027365,"352027365 - SLV - LAE MOBILE salavan","SLV - ABO Dealer (Salavan)","SLV - LAE MOBILE salavan","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000566,352027364,"352027364 - SLV - Kulery mobile","SLV - ABO Dealer (Salavan)","SLV - Kulery mobile","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000567,352027362,"352027362 - SLV - Khen Mobile","SLV - ABO Dealer (Salavan)","SLV - Khen Mobile","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000568,352027361,"352027361 - SLV - Kahamsing mobile","SLV - ABO Dealer (Salavan)","SLV - Kahamsing mobile","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000569,352027360,"352027360 - SLV - K mobile KhongNoy","SLV - ABO Dealer (Salavan)","SLV - K mobile KhongNoy","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000570,352027359,"352027359 - SLV - K mobile KhongNaKhone","SLV - ABO Dealer (Salavan)","SLV - K mobile KhongNaKhone","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000571,352027358,"352027358 - SLV - JM mobile","SLV - ABO Dealer (Salavan)","SLV - JM mobile","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000572,352027357,"352027357 - SLV - jinxing mobile","SLV - ABO Dealer (Salavan)","SLV - jinxing mobile","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000573,352027356,"352027356 - SLV - Jake mobile","SLV - ABO Dealer (Salavan)","SLV - Jake mobile","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000574,352027353,"352027353 - SLV - Bea mobile","SLV - ABO Dealer (Salavan)","SLV - Bea mobile","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000575,352027351,"352027351 - SLV - ASHANE","SLV - ABO Dealer (Salavan)","SLV - ASHANE","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000576,352027344,"352027344 - SLV - A fei mobile","SLV - ABO Dealer (Salavan)","SLV - A fei mobile","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000577,352027336,"352027336 - VT3 - ya mobile Vungvieng","VT3 - Win Dealer (Vientiane)","VT3 - ya mobile Vungvieng","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000578,352027328,"352027328 - VT3 - V.t Mobile1","VT3 - Win Dealer (Vientiane)","VT3 - V.t Mobile1","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000579,352027321,"352027321 - VT2 - TL","VT2 - inew Dealer (Vientiane)","VT2 - TL","Inew Dealer",S11150266611000023,"inew VT Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000580,352027312,"352027312 - VT3 - Thone Mobile Songpueay","VT3 - Win Dealer (Vientiane)","VT3 - Thone Mobile Songpueay","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000581,352027308,"352027308 - VT3 - T&J Mobile1 Songpueay","VT3 - Win Dealer (Vientiane)","VT3 - T&J Mobile1 Songpueay","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000582,352027306,"352027306 - VT2 - T Shop mobile","VT2 - inew Dealer (Vientiane)","VT2 - T Shop mobile","Inew Dealer",S11150266611000023,"inew VT Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000583,352027298,"352027298 - VT3 - SP Smartphone","VT3 - Win Dealer (Vientiane)","VT3 - SP Smartphone","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000584,352027290,"352027290 - VT3 - Set Mobile","VT3 - Win Dealer (Vientiane)","VT3 - Set Mobile","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000585,352027285,"352027285 - VT3 - Sanlanh Phone","VT3 - Win Dealer (Vientiane)","VT3 - Sanlanh Phone","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000586,352027282,"352027282 - VT2 - R mobile Phonesaart","VT2 - inew Dealer (Vientiane)","VT2 - R mobile Phonesaart","Inew Dealer",S11150266611000023,"inew VT Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000587,352027279,"352027279 - VT3 - PP Smartphone Mueangfueang","VT3 - Win Dealer (Vientiane)","VT3 - PP Smartphone Mueangfueang","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000588,352027270,"352027270 - VT3 - phanphon","VT3 - Win Dealer (Vientiane)","VT3 - phanphon","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000589,352027269,"352027269 - VT3 - phaiboun","VT3 - Win Dealer (Vientiane)","VT3 - phaiboun","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000590,352027268,"352027268 - VT2 - oudai contact-sercive Keoudom","VT2 - inew Dealer (Vientiane)","VT2 - oudai contact-sercive Keoudom","Inew Dealer",S11150266611000023,"inew VT Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000591,352027267,"352027267 - VT3 - Oppo shop Vungvieng","VT3 - Win Dealer (Vientiane)","VT3 - Oppo shop Vungvieng","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000592,352027259,"352027259 - VT3 - Noy Mobile Hinherb","VT3 - Win Dealer (Vientiane)","VT3 - Noy Mobile Hinherb","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000593,352027258,"352027258 - VT3 - No Mobile","VT3 - Win Dealer (Vientiane)","VT3 - No Mobile","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000594,352027256,"352027256 - VT3 - ND Mobile","VT3 - Win Dealer (Vientiane)","VT3 - ND Mobile","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000595,352027254,"352027254 - VT3 - Nang nai Mobile Kasee","VT3 - Win Dealer (Vientiane)","VT3 - Nang nai Mobile Kasee","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000596,352027246,"352027246 - VT2 - Mai mobilePhonehong","VT2 - inew Dealer (Vientiane)","VT2 - Mai mobilePhonehong","Inew Dealer",S11150266611000023,"inew VT Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000597,352027245,"352027245 - VT3 - Luck Sungthong","VT3 - Win Dealer (Vientiane)","VT3 - Luck Sungthong","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000598,352027243,"352027243 - VT2 - LTH","VT2 - inew Dealer (Vientiane)","VT2 - LTH","Inew Dealer",S11150266611000023,"inew VT Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000599,352027240,"352027240 - VT2 - LS telecom","VT2 - inew Dealer (Vientiane)","VT2 - LS telecom","Inew Dealer",S11150266611000023,"inew VT Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000600,352027237,"352027237 - VT3 - liking phone","VT3 - Win Dealer (Vientiane)","VT3 - liking phone","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000601,352027230,"352027230 - VT3 - La Mobile","VT3 - Win Dealer (Vientiane)","VT3 - La Mobile","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000602,352027229,"352027229 - VT3 - Kunlaya","VT3 - Win Dealer (Vientiane)","VT3 - Kunlaya","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000603,352027228,"352027228 - VT2 - kplaza","VT2 - inew Dealer (Vientiane)","VT2 - kplaza","Inew Dealer",S11150266611000023,"inew VT Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000604,352027227,"352027227 - VT3 - Kong Telecom","VT3 - Win Dealer (Vientiane)","VT3 - Kong Telecom","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000605,352027226,"352027226 - VT3 - Kn telecom","VT3 - Win Dealer (Vientiane)","VT3 - Kn telecom","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000606,352027225,"352027225 - VT2 - KK Mobile Tholakhom","VT2 - inew Dealer (Vientiane)","VT2 - KK Mobile Tholakhom","Inew Dealer",S11150266611000023,"inew VT Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000607,352027221,"352027221 - VT2 - khamPhet Telecom1 Phonemee","VT2 - inew Dealer (Vientiane)","VT2 - khamPhet Telecom1 Phonemee","Inew Dealer",S11150266611000023,"inew VT Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000608,352027019,"352027019 - VT2 - Kaiamphone Computer2","VT2 - inew Dealer (Vientiane)","VT2 - Kaiamphone Computer2","Inew Dealer",S11150266611000023,"inew VT Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000609,352027017,"352027017 - VT2 - Jonnee mobile","VT2 - inew Dealer (Vientiane)","VT2 - Jonnee mobile","Inew Dealer",S11150266611000023,"inew VT Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000610,352027015,"352027015 - VT3 - Joker Mobile","VT3 - Win Dealer (Vientiane)","VT3 - Joker Mobile","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000611,352027217,"352027217 - VT2 - inter telecom","VT2 - inew Dealer (Vientiane)","VT2 - inter telecom","Inew Dealer",S11150266611000023,"inew VT Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000612,352027215,"352027215 - VT2 - II phone1","VT2 - inew Dealer (Vientiane)","VT2 - II phone1","Inew Dealer",S11150266611000023,"inew VT Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
