No.,"INVOICE NUMBER","DO NUMBER",IMEI,"STORE TRANFER ( IN )","STORE TRANFER ( OUT )","DISTRIBUTOR / WAREHOUSE ( IN )","DISTRIBUTOR / WAREHOUSE ( OUT )",WAREHOUSE,REMARK,"CREATED BY",TIME
402,IN670715-00041,DO670812-00014,868800076943335,"LPB - Sonkua","LPB - Abo mobile1 ນ້ຳບາກ","352026888 - LPB - Sonkua","352026851 - LPB - Abo mobile1 Numbark","Kerry-QZ (Loungprabang)","N0231 Approval No.：202408101852000253844",Admin,"2024-08-12 16:08:20"
403,IN670715-00041,DO670812-00015,868800076942295,"LPB - Sonkua","LPB - Abo mobile1 ນ້ຳບາກ","352026888 - LPB - Sonkua","352026851 - LPB - Abo mobile1 Numbark","Kerry-QZ (Loungprabang)","N0231 Approval No.：202408101852000253844",Admin,"2024-08-12 16:08:20"
404,IN670715-00041,DO670812-00016,868800076943277,"LPB - Sonkua","LPB - Abo mobile1 ນ້ຳບາກ","352026888 - LPB - Sonkua","352026851 - LPB - Abo mobile1 Numbark","Kerry-QZ (Loungprabang)","N0231 Approval No.：202408101852000253844",Admin,"2024-08-12 16:08:20"
405,IN670804-00025,DO670812-00017,869029074939934,"BKE - Lar Mobile","BKE - LH Mobile1 Agent Store","352026707 - BKE - Lar Mobile","352026708 - BKE - LH Mobile Agent Shop","Kerry-LH (Bokeo)","N2646 Approval No.：202408121654000076980",Admin,"2024-08-12 16:08:50"
406,IN670802-00155,DO670812-00018,866654065019454,"VT3 - V.t Mobile1","VT3 - Win OPPO 3 ດົງປ່າລານ","352027328 - VT3 - V.t Mobile1","352027334 - VT3 - Win Samsung 2 Agent Shop","Kerry-Win (Vientiane)",,M20180315,"2024-08-12 17:08:47"
407,IN670805-00052,DO670812-00019,868800075293674,"KAM - TK mobile","KAM - Awen mobile2","352026830 - KAM - TK mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)","N2332 Approval No.：202408121742000069918",Admin,"2024-08-12 17:08:42"
408,IN670729-00029,DO670813-00001,869029074942094,"KAM - A biao mobile","KAM - Awen mobile6","352026786 - KAM - A biao mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)","N2332 Approval No.：202408130954000490334",Admin,"2024-08-13 16:08:36"
409,IN670804-00065,DO670813-00002,866227061944254,"ODX - Nu mobile","ODX - Abao mobile1 Agent Store","352032547 - ODX - Nu mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202408131202000154628",Admin,"2024-08-13 16:08:29"
410,IN670804-00065,DO670813-00003,866227061142859,"ODX - Nu mobile","ODX - Abao mobile1 Agent Store","352032547 - ODX - Nu mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202408131202000154628",Admin,"2024-08-13 16:08:29"
411,IN670804-00065,DO670813-00004,865073061073954,"ODX - Nu mobile","ODX - Abao mobile1 Agent Store","352032547 - ODX - Nu mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202408131202000154628",Admin,"2024-08-13 16:08:29"
412,IN670804-00065,DO670813-00005,865073061074077,"ODX - Nu mobile","ODX - Abao mobile1 Agent Store","352032547 - ODX - Nu mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202408131202000154628",Admin,"2024-08-13 16:08:29"
413,IN670804-00065,DO670813-00006,866654062040990,"ODX - Nu mobile","ODX - Abao mobile1 Agent Store","352032547 - ODX - Nu mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202408131202000154628",Admin,"2024-08-13 16:08:29"
414,IN670804-00065,DO670813-00007,868051060280777,"ODX - Nu mobile","ODX - Abao mobile1 Agent Store","352032547 - ODX - Nu mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202408131202000154628",Admin,"2024-08-13 16:08:29"
415,IN670804-00065,DO670813-00008,868051060281338,"ODX - Nu mobile","ODX - Abao mobile1 Agent Store","352032547 - ODX - Nu mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202408131202000154628",Admin,"2024-08-13 16:08:29"
416,IN670804-00065,DO670813-00009,869496062074430,"ODX - Nu mobile","ODX - Abao mobile1 Agent Store","352032547 - ODX - Nu mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202408131202000154628",Admin,"2024-08-13 16:08:29"
417,IN670804-00065,DO670813-00010,862774061558075,"ODX - Nu mobile","ODX - Abao mobile1 Agent Store","352032547 - ODX - Nu mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202408131202000154628",Admin,"2024-08-13 16:08:29"
418,IN670804-00065,DO670813-00011,867528073411599,"ODX - Nu mobile","ODX - Abao mobile1 Agent Store","352032547 - ODX - Nu mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202408131202000154628",Admin,"2024-08-13 16:08:29"
419,IN670804-00065,DO670813-00012,868800073973558,"ODX - Nu mobile","ODX - Abao mobile1 Agent Store","352032547 - ODX - Nu mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202408131202000154628",Admin,"2024-08-13 16:08:29"
420,IN670804-00065,DO670813-00013,868800075490775,"ODX - Nu mobile","ODX - Abao mobile1 Agent Store","352032547 - ODX - Nu mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202408131202000154628",Admin,"2024-08-13 16:08:29"
421,IN670804-00065,DO670813-00014,869029074941435,"ODX - Nu mobile","ODX - Abao mobile1 Agent Store","352032547 - ODX - Nu mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202408131202000154628",Admin,"2024-08-13 16:08:29"
422,IN670804-00065,DO670813-00015,868998071549758,"ODX - Nu mobile","ODX - Abao mobile1 Agent Store","352032547 - ODX - Nu mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202408131202000154628",Admin,"2024-08-13 16:08:29"
423,IN670730-00013,DO670813-00016,865073061079134,"CPS - LT mobile ປາກເຊ","CPS - JL mobile","352026964 - CPS - LT mobile Pakse","352026953 - CPS - Jk mobile4 Sanamxai","Kerry-JK (Pakse)","N2810 Approval No.：202408131429000094931",Admin,"2024-08-13 16:08:39"
424,IN670730-00013,DO670813-00017,865073061078995,"CPS - LT mobile ປາກເຊ","CPS - JL mobile","352026964 - CPS - LT mobile Pakse","352026953 - CPS - Jk mobile4 Sanamxai","Kerry-JK (Pakse)","N2810 Approval No.：202408131429000094931",Admin,"2024-08-13 16:08:39"
425,IN670728-00039,DO670813-00018,868973072614737,"LNT - GG mobile","LNT - Ayao mobile1 Agent Store","352026843 - LNT - GG mobile","352026840 - LNT - Ayao mobile1 Agent Shop","Kerry-A Yao (Loungnamtha)","N2558 Approval No.：202408131613000109075",Admin,"2024-08-13 16:08:56"
426,IN670730-00134,DO670813-00019,869029074938993,"HPN - ALei Mobile 2 Agent Store","HPN - Ajuan MOBILE","352026764 - HPN - A Lei Mobile2 Agent (Huaphan)","352026770 - HPN - Ajuan MOBILE","Kerry - A Lei (Huaphan)","N1988 Approval No.：202408131631000518227",Admin,"2024-08-13 16:08:40"
427,IN670518-00094,DO670813-00020,866654064106799,LNT - Hongda electronic,"LNT - Ayao mobile2 ນາຫ້ອມ","352031959 - LNT - Hongda electronic","352026840 - LNT - Ayao mobile1 Agent Shop","Kerry-A Yao (Loungnamtha)","N2558 Approval No.：202408131641000215973",Admin,"2024-08-13 16:08:30"
428,IN670518-00094,DO670813-00021,866654063958372,LNT - Hongda electronic,"LNT - Ayao mobile1 Agent Store","352031959 - LNT - Hongda electronic","352026840 - LNT - Ayao mobile1 Agent Shop","Kerry-A Yao (Loungnamtha)","N2558 Approval No.：202408131641000215973",Admin,"2024-08-13 16:08:30"
429,IN670801-00073,DO670813-00022,869029074942813,"KAM - Vanhxai mobile","KAM - Awen mobile5","352026833 - KAM - Vanhxai mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)","N2332 Approval No.：202408131710000554983",Admin,"2024-08-13 16:08:18"
430,IN670813-00026,DO670813-00023,869029074711572,"KAM - Vanhxai mobile","KAM - Champa mobile","352026833 - KAM - Vanhxai mobile","352026801 - KAM - Champa mobile","Kerry-Awen (Thakhaek)","N2332 Approval No.：202408131659000350947",Admin,"2024-08-13 16:08:57"
431,IN670709-00012,DO670814-00001,866654065138015,"VT1 - LT ໜອງຈັນ","VT1 - nangnoy","352027241 - VT1 - LT Nongchan","352027255 - VT1 - nangnoy","WH - Stock OPPO (Mark)",,M20180315,"2024-08-14 14:08:56"
432,IN670722-00080,DO670814-00002,866654064546739,"VT1 - ATL1 Nongchan","VT1 - BTL ສະພານທອງ","352027174 - VT1 - ATL1 Nongchan","352027190 - VT1 - BTL Saphanthong","WH - Stock OPPO (Mark)",,M20180315,"2024-08-14 16:08:08"
433,IN670722-00080,DO670814-00003,866654065043710,"VT1 - ATL1 Nongchan","VT1 - BTL ສະພານທອງ","352027174 - VT1 - ATL1 Nongchan","352027190 - VT1 - BTL Saphanthong","WH - Stock OPPO (Mark)",,M20180315,"2024-08-14 16:08:08"
434,IN670722-00080,DO670814-00004,866654065038355,"VT1 - ATL1 Nongchan","VT1 - BTL ສະພານທອງ","352027174 - VT1 - ATL1 Nongchan","352027190 - VT1 - BTL Saphanthong","WH - Stock OPPO (Mark)",,M20180315,"2024-08-14 16:08:08"
435,IN670722-00080,DO670814-00005,866654064545293,"VT1 - ATL1 Nongchan","VT1 - BTL ສະພານທອງ","352027174 - VT1 - ATL1 Nongchan","352027190 - VT1 - BTL Saphanthong","WH - Stock OPPO (Mark)",,M20180315,"2024-08-14 16:08:08"
436,IN670722-00080,DO670814-00006,866654065043579,"VT1 - ATL1 Nongchan","VT1 - BTL ສະພານທອງ","352027174 - VT1 - ATL1 Nongchan","352027190 - VT1 - BTL Saphanthong","WH - Stock OPPO (Mark)",,M20180315,"2024-08-14 16:08:08"
437,IN670722-00080,DO670814-00007,866654065038355,"VT1 - ATL1 Nongchan","VT1 - ATL1 Nongchan","352027174 - VT1 - ATL1 Nongchan","352027174 - VT1 - ATL1 Nongchan","WH - Stock OPPO (Mark)",,M20180315,"2024-08-14 16:08:25"
438,IN670722-00080,DO670814-00008,866654064545293,"VT1 - ATL1 Nongchan","VT1 - ATL1 Nongchan","352027174 - VT1 - ATL1 Nongchan","352027174 - VT1 - ATL1 Nongchan","WH - Stock OPPO (Mark)",,M20180315,"2024-08-14 16:08:25"
439,IN670722-00080,DO670814-00009,866654065043579,"VT1 - ATL1 Nongchan","VT1 - ATL1 Nongchan","352027174 - VT1 - ATL1 Nongchan","352027174 - VT1 - ATL1 Nongchan","WH - Stock OPPO (Mark)",,M20180315,"2024-08-14 16:08:25"
440,IN670722-00080,DO670814-00010,866654064546739,"VT1 - ATL1 Nongchan","VT1 - ATL1 Nongchan","352027174 - VT1 - ATL1 Nongchan","352027174 - VT1 - ATL1 Nongchan","WH - Stock OPPO (Mark)",,M20180315,"2024-08-14 16:08:25"
441,IN670722-00080,DO670814-00011,866654065043710,"VT1 - ATL1 Nongchan","VT1 - ATL1 Nongchan","352027174 - VT1 - ATL1 Nongchan","352027174 - VT1 - ATL1 Nongchan","WH - Stock OPPO (Mark)",,M20180315,"2024-08-14 16:08:25"
442,IN670709-00077,DO670814-00012,868800073928313,"LPB - AT1 ຫຼວງພະບາງ","LPB - QZ Mobile Agent Store","352026865 - LPB - AT1 Luangphabang","352026885 - LPB - QZ Mobile Agent Shop","Kerry-QZ (Loungprabang)","N0231 Approval No.：202408141013000533551",Admin,"2024-08-14 17:08:22"
443,IN670709-00077,DO670814-00013,868800075455513,"LPB - AT1 ຫຼວງພະບາງ","LPB - QZ Mobile Agent Store","352026865 - LPB - AT1 Luangphabang","352026885 - LPB - QZ Mobile Agent Shop","Kerry-QZ (Loungprabang)","N0231 Approval No.：202408141013000533551",Admin,"2024-08-14 17:08:22"
444,IN670709-00077,DO670814-00014,868800075455539,"LPB - AT1 ຫຼວງພະບາງ","LPB - QZ Mobile Agent Store","352026865 - LPB - AT1 Luangphabang","352026885 - LPB - QZ Mobile Agent Shop","Kerry-QZ (Loungprabang)","N0231 Approval No.：202408141013000533551",Admin,"2024-08-14 17:08:22"
445,,DO670814-00015,860306074521394,"XKH - Kong mobile","XKH - Ahua Mobile1 Agent Shop","352027035 - XKH - Kong mobile","352027024 - XKH - Ahua Mobile1 Agent Shop","Kerry-A Hua (Xiengkhuang)","N2545 Approval No.：202408141209000364517",Admin,"2024-08-14 17:08:11"
446,,DO670814-00016,860306074486739,"CPS - Pakse mobile7","CPS - A Guo MB Soukhumma","352026968 - CPS - Pakse mobile7","352026929 - CPS - A Guo MB Soukhumma","Kerry-JK (Pakse)","N2034 Approval No.：202408141246000066598",Admin,"2024-08-14 17:08:13"
447,IN670803-00023,DO670814-00017,866227062377710,"LPB - Abo mobile1 ນ້ຳບາກ","LPB - QZ Mobile Agent Store","352026851 - LPB - Abo mobile1 Numbark","352026885 - LPB - QZ Mobile Agent Shop","Kerry-QZ (Loungprabang)","N0231 Approval No.：202408141327000383982",Admin,"2024-08-14 17:08:40"
448,IN670803-00023,DO670814-00018,862287067600791,"LPB - Abo mobile1 ນ້ຳບາກ","LPB - QZ Mobile Agent Store","352026851 - LPB - Abo mobile1 Numbark","352026885 - LPB - QZ Mobile Agent Shop","Kerry-QZ (Loungprabang)","N0231 Approval No.：202408141327000383982",Admin,"2024-08-14 17:08:40"
449,IN670803-00023,DO670814-00019,866227062377892,"LPB - Abo mobile1 ນ້ຳບາກ","LPB - QZ Mobile Agent Store","352026851 - LPB - Abo mobile1 Numbark","352026885 - LPB - QZ Mobile Agent Shop","Kerry-QZ (Loungprabang)","N0231 Approval No.：202408141327000383982",Admin,"2024-08-14 17:08:40"
450,IN670803-00023,DO670814-00020,862287067601013,"LPB - Abo mobile1 ນ້ຳບາກ","LPB - QZ Mobile Agent Store","352026851 - LPB - Abo mobile1 Numbark","352026885 - LPB - QZ Mobile Agent Shop","Kerry-QZ (Loungprabang)","N0231 Approval No.：202408141327000383982",Admin,"2024-08-14 17:08:40"
451,IN670803-00023,DO670814-00021,865073061088978,"LPB - Abo mobile1 ນ້ຳບາກ","LPB - QZ Mobile Agent Store","352026851 - LPB - Abo mobile1 Numbark","352026885 - LPB - QZ Mobile Agent Shop","Kerry-QZ (Loungprabang)","N0231 Approval No.：202408141327000383982",Admin,"2024-08-14 17:08:40"
452,IN670618-00082,DO670814-00022,866227060649391,"HPN - Axing mobile","HPN - Alei Mobile 4","352032381 - HPN - Axing mobile","352026764 - HPN - A Lei Mobile2 Agent (Huaphan)","Kerry - A Lei (Huaphan)","N1988 Approval No.：202408141413000473866",Admin,"2024-08-14 17:08:18"
453,IN670807-00125,DO670815-00001,869029074714659,"VT2 - LTH Dongpalan","VT2 - INEW Center","352027243 - VT2 - LTH","352027216 - VT2 - INEW SamSung Agent Shop","Kerry-INEW (Vientiane)","N0065 Approval No.：202408141735000031142",Admin,"2024-08-15 10:08:36"
454,,DO670815-00002,863178062812714,"XYB - Saisana mobile2","XYB - A sing mobile","352027102 - XYB - Saisana mobile2","352027069 - XYB - A ting mobile","Kerry-Siam (Xaiyabouli)","N0164 Approval No.：202408142057000377273",Admin,"2024-08-15 10:08:27"
455,,DO670815-00003,863178063194393,"XYB - Saisana mobile2","XYB - A sing mobile","352027102 - XYB - Saisana mobile2","352027069 - XYB - A ting mobile","Kerry-Siam (Xaiyabouli)","N0164 Approval No.：202408142057000377273",Admin,"2024-08-15 10:08:27"
456,IN670714-00007,DO670815-00004,866654064945832,"SEK - Kuontuon mobile","SEK - ST Mobile2 Agent Shop","352027004 - SEK - Kuontuon mobile","352031994 - SEK - ST Mobile2 Agent Shop","Kerry-ST (Sekong)","N1535 Approval No.：202408151345000045410",Admin,"2024-08-15 16:08:45"
457,,DO670815-00005,869496060736337,"XYB - Saisana mobile2","XYB - Lai mobile2","352027102 - XYB - Saisana mobile2","352027091 - XYB - Lai mobile","Kerry-Siam (Xaiyabouli)","N0164 Approval No.：202408142100000292300",Admin,"2024-08-15 16:08:53"
458,IN670802-00059,DO670815-00006,868998071667618,"XKH - YH mobile2","XKH - Ahua Mobile1 Agent Shop","352032239 - XKH - YH mobile","352027024 - XKH - Ahua Mobile1 Agent Shop","Kerry-A Hua (Xiengkhuang)","N2545 Approval No.：202408151121000482361",Admin,"2024-08-15 16:08:27"
459,IN670802-00059,DO670815-00007,868998070234071,"XKH - YH mobile2","XKH - Ahua Mobile1 Agent Shop","352032239 - XKH - YH mobile","352027024 - XKH - Ahua Mobile1 Agent Shop","Kerry-A Hua (Xiengkhuang)","N2545 Approval No.：202408151121000482361",Admin,"2024-08-15 16:08:27"
460,IN670727-00045,DO670815-00008,869029074937615,"LNT - Ayao mobile1 Agent Store","LNT - Vanhsone Mobile","352026840 - LNT - Ayao mobile1 Agent Shop","352027504 - LNT - Vanhsone Mobile","Kerry-A Yao (Loungnamtha)","N2558 Approval No.：202408151507000390062",Admin,"2024-08-15 16:08:18"
461,IN670724-00045,DO670815-00009,866227062326139,"CPS - Ating mobile1","CPS - Jk mobile2","352026940 - CPS - Ating mobile1","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)","N2810 Approval No.：202408151515000475781",Admin,"2024-08-15 16:08:11"
462,IN670724-00045,DO670815-00010,866227062326394,"CPS - Ating mobile1","CPS - Jk mobile2","352026940 - CPS - Ating mobile1","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)","N2810 Approval No.：202408151515000475781",Admin,"2024-08-15 16:08:11"
463,IN670815-00079,DO670815-00011,868973073182676,"ODX - Axi Mobile","PSL - JW Mobile1 Agent Store","352026907 - ODX - Axi Mobile","352026915 - PSL - JW mobile Agent Shop","Kerry-JW (Phonsaly)","N145 Approval No.：202408151711000259042",Admin,"2024-08-15 16:08:26"
464,IN670723-00088,DO670816-00001,866227062329992,"VT3 - Set Mobile","VT3 - Noy Mobile ຫີນເຫີບ","352027290 - VT3 - Set Mobile","352027259 - VT3 - Noy Mobile Hinherb","Kerry-Win (Vientiane)",,M20180315,"2024-08-16 09:08:56"
465,IN670723-00088,DO670816-00002,866227062329075,"VT3 - Set Mobile","VT3 - Noy Mobile ຫີນເຫີບ","352027290 - VT3 - Set Mobile","352027259 - VT3 - Noy Mobile Hinherb","Kerry-Win (Vientiane)",,M20180315,"2024-08-16 09:08:56"
466,IN670723-00088,DO670816-00003,866227062329851,"VT3 - Set Mobile","VT3 - Noy Mobile ຫີນເຫີບ","352027290 - VT3 - Set Mobile","352027259 - VT3 - Noy Mobile Hinherb","Kerry-Win (Vientiane)",,M20180315,"2024-08-16 09:08:57"
467,IN670617-00090,DO670816-00004,866227061187417,"VT2 - oudai contact-sercive ເເກ້ວອຸດົມ","VT2 - Mai mobile ໂພນໂຮງ","352027268 - VT2 - oudai contact-sercive Keoudom","352027246 - VT2 - Mai mobilePhonehong","Kerry-INEW (Vientiane)",,M20180315,"2024-08-16 09:08:35"
468,IN670617-00090,DO670816-00005,866227060489772,"VT2 - oudai contact-sercive ເເກ້ວອຸດົມ","VT2 - Mai mobile ໂພນໂຮງ","352027268 - VT2 - oudai contact-sercive Keoudom","352027246 - VT2 - Mai mobilePhonehong","Kerry-INEW (Vientiane)",,M20180315,"2024-08-16 09:08:35"
469,IN670617-00090,DO670816-00006,868800072578739,"VT2 - oudai contact-sercive ເເກ້ວອຸດົມ","VT2 - Mai mobile ໂພນໂຮງ","352027268 - VT2 - oudai contact-sercive Keoudom","352027246 - VT2 - Mai mobilePhonehong","Kerry-INEW (Vientiane)",,M20180315,"2024-08-16 09:08:35"
470,IN670709-00046,DO670816-00007,866654065141696,"VT2 - oudai contact-sercive ເເກ້ວອຸດົມ","VT2 - KhamPhet 2 ທ່າລາດ","352027268 - VT2 - oudai contact-sercive Keoudom","352027221 - VT2 - khamPhet Telecom1 Phonemee","Kerry-INEW (Vientiane)",,M20180315,"2024-08-16 09:08:10"
471,IN670709-00046,DO670816-00008,868800075226310,"VT2 - oudai contact-sercive ເເກ້ວອຸດົມ","VT2 - KhamPhet 2 ທ່າລາດ","352027268 - VT2 - oudai contact-sercive Keoudom","352027221 - VT2 - khamPhet Telecom1 Phonemee","Kerry-INEW (Vientiane)",,M20180315,"2024-08-16 09:08:10"
472,IN670604-00017,DO670816-00009,865073061952991,"VT2 - II phone1","VT2 - R mobile ໂພນສະອາດ","352027215 - VT2 - II phone1","352027282 - VT2 - R mobile Phonesaart","Kerry-INEW (Vientiane)",,M20180315,"2024-08-16 11:08:17"
473,IN670729-00033,DO670816-00010,869029074710830,"VT1 - ComCom Mobile","VT1 - A lee1 ໄຊສະຫວ່າງ","352027194 - VT1 - ComCom Mobile","352027168 - VT1 - Alee saisavang","WH - Stock OPPO (Mark)",,M20180315,"2024-08-16 15:08:45"
474,IN670731-00014,DO670816-00011,867650074682737,"VT1 - BTL ສະພານທອງ","VT1 - W and W Advice","352027190 - VT1 - BTL Saphanthong","352027333 - VT1 - W&W Advice","WH - Stock OPPO (Mark)",,M20180315,"2024-08-16 15:08:39"
475,IN670816-00061,DO670816-00012,868800077611030,"VT1 - A-Yan Mobile1 Dongdok","VT1 - Tun mobile","352027179 - VT1 - A-Yan Mobile1 Dongdok","352027325 - VT1 - Tun mobile","WH - Stock OPPO (Mark)",,M20180315,"2024-08-16 15:08:09"
476,IN670729-00031,DO670816-00013,868998071657759,"VT1 - ZJ Mobile","VT1 - A Yang Mobile Xaisavang","352032442 - VT1 - ZJ Mobile","352027157 - VT1 - A Yang Xaysavarng","WH - Stock OPPO (Mark)",,M20180315,"2024-08-16 15:08:18"
477,IN670731-00034,DO670816-00014,868973073116831,"VT3 - 123 mobile","VT3 - Win Samsung2 Agent Store","352027121 - VT3 - 123 mobile","352027334 - VT3 - Win Samsung 2 Agent Shop","Kerry-Win (Vientiane)",,M20180315,"2024-08-16 15:08:01"
478,IN670802-00155,DO670816-00015,866654065018571,"VT3 - Komin Mobile","VT3 - Win OPPO 3 ດົງປ່າລານ","352032538 - VT3 - Komin Mobile","352027334 - VT3 - Win Samsung 2 Agent Shop","Kerry-Win (Vientiane)",,M20180315,"2024-08-16 15:08:22"
479,IN670729-00031,DO670816-00016,868998071657759,"VT1 - ZJ Mobile","VT1 - ZJ Mobile","352032442 - VT1 - ZJ Mobile","352032442 - VT1 - ZJ Mobile","WH - Stock OPPO (Mark)",,M20180315,"2024-08-16 15:08:13"
480,IN670730-00029,DO670816-00017,868998070721192,"VT1 - MP","VT1 - Aliang ZungJiang","352027252 - VT1 - MP","352027016 - VT1 - JomJai","WH - Stock OPPO (Mark)",,M20180315,"2024-08-16 15:08:17"
481,IN670517-00072,DO670816-00018,863671065727657,"PSL - LV Mobile2","PSL - Jping Mobile1","352026986 - PSL - LV mobile","352026983 - PSL - Jping Phongsaly","Kerry-JW (Phonsaly)","N301 Approval No.：202408160946000517988",Admin,"2024-08-16 16:08:50"
482,IN670517-00072,DO670816-00019,863671065926218,"PSL - LV Mobile2","PSL - Jping Mobile1","352026986 - PSL - LV mobile","352026983 - PSL - Jping Phongsaly","Kerry-JW (Phonsaly)","N301 Approval No.：202408160946000517988",Admin,"2024-08-16 16:08:50"
483,IN670517-00072,DO670816-00020,863671064780277,"PSL - LV Mobile2","PSL - Jping Mobile1","352026986 - PSL - LV mobile","352026983 - PSL - Jping Phongsaly","Kerry-JW (Phonsaly)","N301 Approval No.：202408160946000517988",Admin,"2024-08-16 16:08:50"
484,IN670517-00072,DO670816-00021,863671065924577,"PSL - LV Mobile2","PSL - Jping Mobile1","352026986 - PSL - LV mobile","352026983 - PSL - Jping Phongsaly","Kerry-JW (Phonsaly)","N301 Approval No.：202408160946000517988",Admin,"2024-08-16 16:08:50"
485,IN670517-00072,DO670816-00022,863671064779055,"PSL - LV Mobile2","PSL - Jping Mobile1","352026986 - PSL - LV mobile","352026983 - PSL - Jping Phongsaly","Kerry-JW (Phonsaly)","N301 Approval No.：202408160946000517988",Admin,"2024-08-16 16:08:50"
486,IN670517-00072,DO670816-00023,863671064780335,"PSL - LV Mobile2","PSL - Jping Mobile1","352026986 - PSL - LV mobile","352026983 - PSL - Jping Phongsaly","Kerry-JW (Phonsaly)","N301 Approval No.：202408160946000517988",Admin,"2024-08-16 16:08:50"
487,IN670517-00072,DO670816-00024,863671065727137,"PSL - LV Mobile2","PSL - Jping Mobile1","352026986 - PSL - LV mobile","352026983 - PSL - Jping Phongsaly","Kerry-JW (Phonsaly)","N301 Approval No.：202408160946000517988",Admin,"2024-08-16 16:08:50"
488,IN670517-00072,DO670816-00025,863671065924916,"PSL - LV Mobile2","PSL - Jping Mobile1","352026986 - PSL - LV mobile","352026983 - PSL - Jping Phongsaly","Kerry-JW (Phonsaly)","N301 Approval No.：202408160946000517988",Admin,"2024-08-16 16:08:50"
489,IN670517-00072,DO670816-00026,863671064779915,"PSL - LV Mobile2","PSL - Jping Mobile1","352026986 - PSL - LV mobile","352026983 - PSL - Jping Phongsaly","Kerry-JW (Phonsaly)","N301 Approval No.：202408160946000517988",Admin,"2024-08-16 16:08:50"
490,IN670517-00072,DO670816-00027,863671064781150,"PSL - LV Mobile2","PSL - Jping Mobile1","352026986 - PSL - LV mobile","352026983 - PSL - Jping Phongsaly","Kerry-JW (Phonsaly)","N301 Approval No.：202408160946000517988",Admin,"2024-08-16 16:08:50"
491,IN670810-00017,DO670816-00028,869029074708859,"KAM - Tinnakone","KAM - Awen mobile2","352026829 - KAM - Tinnakone","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)","N2332 Approval No.：202408160952000442759",Admin,"2024-08-16 16:08:29"
492,IN670618-00083,DO670816-00029,866227060650217,"HPN - Axing mobile","HPN - ALei Mobile 2 Agent Store","352032381 - HPN - Axing mobile","352026764 - HPN - A Lei Mobile2 Agent (Huaphan)","Kerry - A Lei (Huaphan)","N1988 Approval No.：202408161555000336681",Admin,"2024-08-16 16:08:21"
493,,DO670816-00030,866654062037939,"LPB - Phonephet","LPB - QZ Mobile Agent Store","352026884 - LPB - Phonephet","352026885 - LPB - QZ Mobile Agent Shop","Kerry-QZ (Loungprabang)","N0231 Approval No.：202408151608000414749",Admin,"2024-08-16 16:08:06"
494,IN670817-00060,DO670817-00001,868800077788630,"VT1 - A-Yan Mobile1 Dongdok","VT1 - Tun mobile","352027179 - VT1 - A-Yan Mobile1 Dongdok","352027325 - VT1 - Tun mobile","WH - Stock OPPO (Mark)",,M20180315,"2024-08-17 14:08:22"
495,IN670724-00009,DO670817-00002,866227060393636,"PSL - JingCai mobile","PSL - JW Mobile4","352032523 - PSL - JingCai mobile","352026915 - PSL - JW mobile Agent Shop","Kerry-JW (Phonsaly)","N2681 Approval No.：202408170907000478673",Admin,"2024-08-17 15:08:58"
496,IN670817-00061,DO670817-00003,869029075627835,"CPS - Ale mobile ສຸຂຸມາ","CPS - Alee mobile","352026935 - CPS - Ale mobile Soukumma","352026936 - CPS - Alee mobile","Kerry-JK (Pakse)","N2810 Approval No.：202408171254000313531",Admin,"2024-08-17 15:08:15"
